0.0,0.0,0.6872468925,0.6872468925
-0.24284055670000002,-0.3765121896,0.6868224737999999,0.6868224737999999
-0.485663905,-0.7530351344,0.6863403712,0.6863403712
-0.7284709412,-1.1295682967,0.6858054726999999,0.6858054726999999
-0.9712630098,-1.5061109594,0.6852230565,0.6852230565
-1.2140410966,-1.8826623159,0.6845987666,0.6845987666
-1.4568064563999998,-2.2592216491999997,0.6839385873,0.6839385873
-1.6995601647,-2.6357883318,0.683248815,0.683248815
-1.9423034763,-3.0123616469,0.6825360282999999,0.6825360282999999
-2.1850373771,-3.3889407876999997,0.6818070573,0.6818070573
-2.4277631219,-3.7655251269,0.6810689504999999,0.6810689504999999
-2.6704818756999997,-4.1421139474,0.680328941,0.680328941
-2.9131946246,-4.5187064426,0.6795944112000001,0.6795944112000001
-3.1559027129,-4.8953019851,0.678872857,0.678872857
-3.3986071265,-5.2718998579,0.6781718507,0.6781718507
-3.6413091201,-5.6484992543,0.6774990034999999,0.6774990034999999
-3.8840097694,-6.0250995471,0.6768619275,0.6768619275
-4.126710329,-6.4017001087,0.6762681975,0.6762681975
-4.3694117849000005,-6.7783000429,0.6757253129,0.6757253129
-4.6121153022,-7.1548987223000005,0.6752406591,0.6752406591
-4.8548221357,-7.531495340399999,0.6748214698999999,0.6748214698999999
-5.0975333609,-7.9080893592,0.6744747899,0.6744747899
-5.3402501430000004,-8.284679972200001,0.6742074376999999,0.6742074376999999
-5.5829736471,-8.6612664624,0.6740259698000001,0.6740259698000001
-5.8257049487,-9.037848112799999,0.6739366461,0.6739366461
-6.0684452129999995,-9.4144241167,0.6739453954000001,0.6739453954000001
-6.3111956051,-9.7909939363,0.6740577836,0.6740577836
-6.553957200599999,-10.1675568546,0.6742789824,0.6742789824
-6.7967299098,-10.544112782100001,0.6746137399,0.6746137399
-7.039513105299999,-10.920662346099999,0.6750663534,0.6750663534
-7.282305711599999,-11.2972060843,0.6756406438,0.6756406438
-7.525107011799999,-11.6737444449,0.6763399318000001,0.6763399318000001
-7.767916109400001,-12.0502779657,0.6771670170999999,0.6771670170999999
-8.0107322876,-12.426807274000002,0.678124159,0.678124159
-8.2535545604,-12.803332818,0.6792130598999999,0.6792130598999999
-8.4963821212,-13.179855225,0.6804348514,0.6804348514
-8.7392141633,-13.5563748537,0.6817900826000001,0.6817900826000001
-8.9820497905,-13.9328924209,0.6832787112,0.6832787112
-9.2248881962,-14.3094083748,0.6849000976,0.6849000976
-9.4677285736,-14.685923342799999,0.6866530009999999,0.6866530009999999
-9.7105700265,-15.062437683399999,0.6885355790000001,0.6885355790000001
-9.9534117483,-15.4389520241,0.6905453895999999,0.6905453895999999
-10.1962528428,-15.8154669025,0.6926793963,0.6926793963
-10.4390925928,-16.191982856400003,0.6949339753,0.6949339753
-10.6819299229,-16.5685004236,0.6973049264,0.6973049264
-10.9247642953,-16.9450201418,0.699787486,0.699787486
-11.1675946345,-17.3215424593,0.7023763428,0.7023763428
-11.4104201339,-17.6980680032,0.7050656562000001,0.7050656562000001
-11.653239986800001,-18.0745973116,0.7078490776,0.7078490776
-11.8960533865,-18.4511308323,0.7107197739,0.7107197739
-12.1388594369,-18.8276691929,0.7136704526000001,0.7136704526000001
-12.3816574208,-19.204212931199997,0.7166933911,0.7166933911
-12.6244462628,-19.5807624951,0.7197804657,0.7197804657
-12.867225335499999,-19.9573184226,0.722923185,0.722923185
-13.109993653,-20.333881340999998,0.7261127232,0.7261127232
-13.352750498299999,-20.710451698299998,0.7293399566,0.7293399566
-13.595494885399999,-21.0870300325,0.7325955009,0.7325955009
-13.8382260974,-21.4636168812,0.73586975,0.73586975
-14.080943238,-21.8402128719,0.7391529162999999,0.7391529162999999
-14.3236454109,-22.2168183629,0.7424350724,0.7424350724
-14.566331899100001,-22.593434071500003,0.7457061925,0.7457061925
-14.809001806300001,-22.970060445599998,0.748956196,0.748956196
-15.051654236400001,-23.3466980231,0.7521749906,0.7521749906
-15.2942884722,-23.723347251999996,0.7553525164,0.7553525164
-15.5369035279,-24.100008849499996,0.7584787895,0.7584787895
-15.7794985968,-24.4766831739,0.7615439462000001,0.7615439462000001
-16.0220728722,-24.8533708528,0.7645382865000001,0.7645382865000001
-16.2646255477,-25.2300724238,0.7674523176000001,0.7674523176000001
-16.5071557268,-25.6067884247,0.7702767962,0.7702767962
-16.7496626029,-25.9835193036,0.7730027706,0.7730027706
-16.9921452798,-26.3602655984,0.7756216212,0.7756216212
-17.2346029508,-26.737027936399997,0.7781251006000001,0.7781251006000001
-17.4770347197,-27.113806855300002,0.7805053711,0.7805053711
-17.7194398695,-27.4906028033,0.7827550423,0.7827550423
-17.9618174141,-27.8674164078,0.7848672054000001,0.7848672054000001
-18.204166636700002,-28.244248027199998,0.7868354667,0.7868354667
-18.4464865514,-28.621098378699998,0.7886539786,0.7886539786
-18.6887765307,-28.9979679999,0.7903174686,0.7903174686
-18.9310354992,-29.3748572494,0.7918212659999999,0.7918212659999999
-19.1732627397,-29.751766754600002,0.7931613261,0.7931613261
-19.4154574457,-30.128697142800004,0.7943342518000001,0.7943342518000001
-19.657618631400002,-30.5056488621,0.7953373129000001,0.7953373129000001
-19.8997455795,-30.8826223608,0.7961684620999999,0.7961684620999999
-20.141837394,-31.2596183558,0.796826349,0.796826349
-20.383893357799998,-31.6366372056,0.7973103302,0.7973103302
-20.6259123953,-32.0136795377,0.7976204776000001,0.7976204776000001
-20.8678946858,-32.3907454416,0.7977575827,0.7977575827
-21.1098417531,-32.7678336625,0.7977231583,0.7977231583
-21.3517556584,-33.1449430354,0.7975194375,0.7975194375
-21.5936382839,-33.522072395100004,0.7971493695,0.7971493695
-21.8354915119,-33.8992204867,0.7966166116,0.7966166116
-22.0773174037,-34.2763860556,0.7959255195999999,0.7959255195999999
-22.319117751900002,-34.6535678469,0.7950811340999999,0.7950811340999999
-22.560894528200002,-35.0307646956,0.7940891644,0.7940891644
